,id_fakta,id_waktu,id_pelanggan,id_produk,id_lokasi,id_channel,id_status,nomor_transaksi,jumlah_pembelian,total_harga,jumlah_data_mb,durasi_telpon_menit,jumlah_sms
5350,15544,388,508,36,84,1,1,TRX003880015544,1,150000.0,34621.5,553,448
5351,15546,917,224,32,99,2,1,TRX009170015546,1,95000.0,8024.65,351,125
5352,15548,244,48,30,87,3,4,TRX002440015548,4,140000.0,4966.57,570,143
5353,15558,815,892,44,77,3,1,TRX008150015558,1,175000.0,,657,66
5354,15560,595,907,35,37,1,2,TRX005950015560,1,350000.0,36143.14,591,278
5355,15561,407,247,48,4,5,2,TRX004070015561,1,250000.0,9797.91,636,171
5356,15562,963,387,43,100,2,3,TRX009630015562??,1,120000.0,,652,369
5357,15564,152,358,31,46,3,1,TRX001520015564,1,65000.0,15441.5,994,460
5358,15565,194,655,39,94,6,1,TRX001940015565,3,60000.0,6235.64,156,19??
5359,15568,1004,145,48,30,2,1,TRX010040015568,1,250000.0,12478.76,114150,393
5360,15569,249,301,34,12,5,1,TRX002490015569,1,200000.0,20661.5,444,304
5361,15572,579,342,41,81,3,1,TRX005790015572,1,15000.0,25311.04,982,35712
5362,15583,95,624,38,4,3,3,TRX000950015583,1,50000.0,39782.05,350,132
5363,15584,975,602,33,15,4,2,TRX009750015584,1,135000.0,13566.15,135,403
5364,15589,783,69,39,51,4,4,TRX007830015589,3,60000.0,42319.66,646,230
5365,15592,308,122,38,89,4,5,TRX003080015592,4,200000.0,36568.03,674,235
5366,15602,716,458,30,56,4,4,TRX007160015602,1,35000.0,27119.01,958,175
5367,15605,896,282,42,24,3,5,TRX008960015605,1,75000.0,30703.07,908,81
5368,15606,990,149,36,26,2,1,TRX009900015606,"1,-",150000.0,8615.18,670,456
5369,15607,327,247,40,61,3,4,TRX003270015607,2,20000.0,29795.19,,3
5370,15608,90,769,38,11,3,1,TRX000900015608,3,150000.0,23919.75,513,261
5371,15609,1077,519,32,28,1,4,TRX010770015609,3,285000.0,50204.29,341,128
5372,15610,941,262,50,68,1,1,TRX009410015610,1,200000.0,27077.2,838,396
5373,15612,498,13,36,70,2,1,TRX004980015612,1,150000.0,39222.49,198,315
5374,15613,1031,907,41,99,1,1,TRX010310015613,1,15000.0,30371.77,99,418
5375,15614,435,487,35,55,2,1,TRX004350015614,1,350000.0,36056.65,,293
5376,15618,902,314,31,11,1,1,TRX009020015618,1,65000.0,,274,247
5377,15623,459,32,41,11,1,1,TRX004590015623,1,15000.0,,666,414
5378,15625,418,433,40,70,2,1,TRX004180015625,,10000.0,29059.66,871,443
5379,15626,1043,229,30,96,2,5,TRX010430015626,1,35000.0,23701.54,853,"72,-"
5380,15628,373,360,32,10,6,1,TRX003730015628,1,95000.0,35090.74,887,282
5381,15629,817,837,39,67,1,5,TRX008170015629,3,60000.0,30797.47,434,391
5382,15631,446,775,41,86,3,1,TRX004460015631,1,15000.0,,275,332
5383,15632,815,351,48,47,3,5,TRX008150015632,1,250000.0,31768.9,977,227
5384,15641,208,423,35,47,4,5,TRX002080015641,"1,-",350000.0,19248.18,739,477
5385,15643,1047,23,42,54,3,1,TRX010470015643,1,75000.0,42897.37,55,94
5386,15644,519,954,42,60,1,1,TRX005190015644,,75000.0,29517.67,71,367
5387,15645,671,265,42,28,1,1,TRX006710015645,1,75000.0,39311.44,131,155
5388,15646,1018,779,40,50,3,2,TRX010180015646,1,10000.0,3293.62,913,120
5389,15651,328,315,43,3,1,1,TRX003280015651,1,120000.0,,531,253
5390,15653,512,483,49,52,3,1,TRX005120015653,1,120000.0,19658.12 (error),65,347
5391,15656,813,217,48,31,1,1,TRX008130015656,1,250000.0,5263.62,56,77
5392,15658,1005,323,30,45,4,1,TRX010050015658,2,76906.81,44857.3,830,345
5393,15662,121,289,39,62,2,1,TRX001210015662,1,20000.0,40751.38,979,353
5394,15664,227,251,42,100,1,1,TRX002270015664,3,225000.0,30848.63,805,198
5395,15669,867,623,38,2,4,5,TRX008670015669,1,50000.0,19574.42,487,456
5396,15671,865,22,31,31,2,5,TRX008650015671,1,65000.0,50577.68,,500
5397,15673,591,318,36,92,3,1,TRX005910015673,1,150000.0,15863.48,864,275
5398,15678,607,109,37,32,3,5,TRX006070015678,1,300000.0,,275,35
5399,15679,1095,595,48,21,2,3,TRX010950015679,1,250000.0,5644.62,613,158
5400,15684,599,269,35,3,2,1,TRX005990015684,1,350000.0,6982.51,496,474
5401,15685,478,697,43,7,5,1,TRX004780015685,2,240000.0,41533.25,221,318
5402,15687,1051,759,41,31,6,1,TRX010510015687,1,15000.0,35113.37,119,392
5403,15689,124,85,49,21,4,1,TRX001240015689,2,240000.0,13593.71,886,272
5404,15690,176,379,41,67,3,2,TRX001760015690,137,15000.0,50538.73,292,12
5405,15691,1017,460,33,87,4,1,TRX010170015691,3,405000.0,15178.3,331,226
5406,15694,69,58,36,54,1,5,TRX000690015694,1,150000.0,48475.83,806,458
5407,15697,773,103,48,69,1,1,TRX007730015697,1,250000.0,33069.36,284,25
5408,15699,583,326,30,64,1,1,TRX005830015699,1,35000.0,42738.2,810,270
5409,15704,653,626,44,24,2,1,TRX006530015704,4,700000.0,1419.94,145,150
5410,15707,46,353,49,31,2,1,TRX000460015707,1,120000.0,8818.31,241,304
5411,15712,953,685,39,99,5,1,TRX009530015712,1,20000.0,47640.11,308,48
5412,15715,906,829,41,61,3,1,TRX009060015715,3,45000.0,"8007.93,-",80,170
5413,15716,782,595,34,92,6,3,TRX007820015716,2,400000.0,4751.67,626,83
5414,15718,674,206,34,82,1,1,TRX006740015718,1,200000.0,29567.05,87,79
5415,15719,1093,883,38,24,1,1,TRX010930015719,2,100000.0,29719.0,281,498
5416,15723,155,377,49,84,3,1,TRX001550015723,1,120000.0,6320.95,464,401
5417,15725,225,812,38,83,1,1,TRX002250015725,1,50000.0,30410.99,147,135
5418,15739,136,659,30,84,2,1,TRX001360015739,1,35000.0,,461,378
5419,15743,335,453,44,42,1,2,TRX003350015743,2,350000.0,3063.71,24,284
5420,15745,601,7,41,44,2,1,TRX006010015745,1,15000.0,22369.57,501,176
5421,15748,290,474,31,23,2,5,TRX002900015748,3,195000.0,21065.32,550,153
5422,15749,126,688,40,45,1,1,TRX001260015749,2,20000.0,"49491.95,-",999,138
5423,15750,332,346,37,49,3,1,TRX003320015750,1,300000.0,50982.19,17,98
5424,15757,617,698,50,77,4,1,TRX006170015757,1,200000.0,47689.09,446,172
5425,15759,649,763,37,48,1,1,TRX006490015759,1,300000.0,37109.78,105,331
5426,15761,492,356,38,82,1,1,TRX004920015761,1,50000.0,32316.73,321 (error),328
5427,15762,794,624,40,92,1,1,TRX007940015762,1,10000.0,7981.46,230,269
5428,15764,1053,716,37,97,1,2,TRX010530015764,1,300000.0,24847.02,71,8
5429,15767,971,863,40,61,1,4,TRX009710015767,1,10000.0,23134.71,574,377
5430,15769,964,18,37,92,5,1,TRX009640015769,2,600000.0,31614.02,807,319
5431,15772,521,961,44,40,3,1,TRX005210015772,3,525000.0,4182.26,625,40
5432,15774,325,324,40,45,1,1,TRX003250015774,1,10000.0,6627.73,340,310
5433,15777,158,932,33,59,1,1,TRX001580015777,2,270000.0,1991.38,26,181
5434,15783,1062,73,33,37,2,1,TRX010620015783,1,135000.0,41229.25,711,419
5435,15786,738,14,44,18,3,1,TRX007380015786,1,175000.0,43269.25,558,353
5436,15787,600,860,43,99,6,1,TRX006000015787,1,120000.0,19972.35,619,386
5437,15789,196,844,44,73,1,1,TRX001960015789,2,350000.0,,269,143
5438,15793,806,764,43,78,1,3,TRX008060015793,1,120000.0,31373.13,,319
5439,15796,494,410,32,40,3,1,TRX004940015796,1,95000.0,3328.69,365,493
5440,15804,114,512,42,5,2,1,TRX001140015804,2,150000.0,41548.17,233,17
5441,15807,812,673,39,55,6,1,TRX008120015807,2,40000.0,38972.71,132,42??
5442,15808,203,180,44,92,1,4,TRX002030015808,3,525000.0,28463.7,490,449
5443,15809,707,983,49,5,2,5,TRX007070015809,3,360000.0,4989.9,153,124
5444,15810,61,838,37,88,1,1,TRX000610015810,1,300000.0,20407.52,422,23
5445,15812,960,509,44,64,1,5,TRX009600015812,4,700000.0,4873.54,768,368
5446,15818,1064,492,39,98,4,5,TRX010640015818,1,20000.0,34006.58,304,455
5447,15820,280,660,40,68,4,1,TRX002800015820,1,10000.0,1277.02,839,465
5448,15830,535,635,39,31,1,3,TRX005350015830,2,40000.0,43045.98,799,276
5449,15832,898,848,35,97,6,1,TRX008980015832,3,1050000.0,4148.91,439,475
5450,15834,187,660,44,62,4,1,TRX001870015834,1,175000.0,33382.88,50,295
5451,15835,727,391,38,36,6,4,TRX007270015835,1,50000.0,,148,70
5452,15837,452,463,37,12,1,4,TRX004520015837,1,300000.0,13501.87,530,22
5453,15841,980,546,39,42,6,1,TRX009800015841,3,60000.0,24006.5,937,337
5454,15843,1021,295,40,68,5,1,TRX010210015843,4??,40000.0,22454.34,449,243
5455,15844,950,462,44,86,2,1,TRX009500015844,1,175000.0,13154.51,855,402
5456,15845,376,876,30,16,1,1,TRX003760015845,1,35000.0,14624.01,830,202
5457,15850,672,375,43,5,1,4,TRX006720015850,2,240000.0,2105.91,,70
5458,15855,449,195,30,22,3,1,TRX004490015855,1,35000.0,16713.74,925??,372
5459,15862,376,314,37,48,2,4,TRX003760015862,1,300000.0,43361.98,89,116
5460,15863,616,333,48,7,1,3,TRX006160015863,1,250000.0,38759.35,442,375
5461,15865,176,970,42,67,5,1,TRX001760015865,1,75000.0,44107.42,750,469
5462,15866,277,863,34,71,1,1,TRX002770015866,2,400000.0,19730.8,667,384
5463,15867,279,262,48,51,1,3,TRX002790015867,1,250000.0,,78,138
5464,15869,743,615,36,94,2,3,TRX007430015869,1 (error),150000.0,3626.27,58,196
5465,15870,646,274,33,60,1,1,TRX006460015870,4,540000.0,29581.34,,252
5466,15871,539,685,30,100,1,1,TRX005390015871,2,70000.0,38859.59,853,336
5467,15872,1066,840,44,38,5,1,TRX010660015872,1,175000.0,17823.21,641,216
5468,15875,437,247,49,95,6,1,TRX004370015875,5,600000.0,12079.49,88,299
5469,15876,61,948,44,32,1,1,TRX000610015876,1,175000.0,39052.84,887,257
5470,15879,817,684,40,31,1,1,TRX008170015879,5,50000.0,13862.36,391,172
5471,15880,931,813,48,15,6,4,TRX009310015880,1,250000.0,18166.79,677,327
5472,15886,592,274,40,53,2,2,TRX005920015886,3,30000.0,40509.23,788,426
5473,15890,614,248,34,96,1,1,TRX006140015890,1,200000.0,3334.81,505,350 (error)
5474,15891,741,138,34,96,3,1,TRX007410015891,4,800000.0,25221.02,,148
5475,15893,666,627,49,45,1,4,TRX006660015893,1,120000.0,22082.87,3,77
5476,15895,213,210,34,34,2,1,TRX002130015895,1,200000.0,9670.62,373,404
5477,15898,279,708,32,17,3,5,TRX002790015898,1,95000.0,39753.21,449,310
5478,15901,436,855,38,70,1,1,TRX004360015901,1,50000.0,5559.02,956,290
5479,15906,38,174,36,15,5,1,TRX000380015906,5,750000.0,37943.95,35,50
5480,15909,80,570,33,66,2,1,TRX000800015909,1,135000.0,42014.15,190,369
5481,15915,1025,90,42,89,2,5,TRX010250015915,1,75000.0,22089.54,358,156
5482,15916,251,618,33,8,3,1,TRX002510015916,2,270000.0,22692.68,549,81
5483,15920,128,510,31,39,2,1,TRX001280015920,1,65000.0,39996.7,856,131
5484,15924,415,192,49,8,2,1,TRX004150015924,1,120000.0,48570.12,282,55
5485,15925,702,913,40,71,1,3,TRX007020015925,1,10000.0,8970.08,21,317
5486,15928,396,62,42,98,2,3,TRX003960015928,1,75000.0,35604.84,468,371
5487,15933,279,577,38,29,5,1,TRX002790015933,1,50000.0,49911.87,238,452
5488,15935,563,19,35,57,6,1,TRX005630015935,3,1050000.0,36326.64,458,207
5489,15936,882,260,49,100,2,4,TRX008820015936,1,120000.0,35673.5,445,274
5490,15938,248,167,31,62,5,4,TRX002480015938,1,65000.0,50928.08,890,345
5491,15940,797,33,44,73,3,4,TRX007970015940,1,175000.0,,686,151
5492,15942,319,753,35,88,6,1,TRX003190015942,1,350000.0,39063.89,891,338
5493,15943,786,349,36,3,4,1,TRX007860015943,1,150000.0,32606.37,386,266
5494,15947,70,270,36,81,6,5,TRX000700015947,1,150000.0,40053.3,423,116
5495,15953,687,850,34,24,1,1,TRX006870015953,1,200000.0,39246.83,591,202
5496,15955,986,89,31,2,6,1,TRX009860015955,5,325000.0,47674.9,366,171
5497,15956,465,497,48,67,3,2,TRX004650015956,1,250000.0,35198.95,784,239
5498,15961,764,422,33,43,6,1,TRX007640015961,2,270000.0,33556.96,951,415
5499,15963,797,745,48,20,2,1,TRX007970015963-ERR,1,250000.0,31896.31,958,332
5500,15964,477,116,34,16,6,3,TRX004770015964,1,200000.0,9690.35,179,99
5501,15968,377,987,33,9,3,5,TRX003770015968,1,135000.0,28070.2,708,490
5502,15978,103,664,40,45,2,1,TRX001030015978,1,10000.0,7343.97,724,223
5503,15981,1002,606,40,85,6,1,TRX010020015981,2,20000.0,5107.66,951,224
5504,15984,1004,404,43,94,5,1,TRX010040015984,1,120000.0,2727.61,761,88
5505,15987,194,382,44,26,2,5,TRX001940015987,1,175000.0,22120.94,764,203
5506,15990,410,210,37,80,3,1,TRX004100015990,1,300000.0,26244.47,291,168
5507,15992,205,238,48,86,4,1,TRX002050015992,2,500000.0,14707.47,486,312
5508,15993,168,819,35,4,1,1,TRX001680015993,1,350000.0,21682.29,592,390
5509,15995,368,985,41,51,3,1,TRX003680015995,1,15000.0,13389.68,,87
5510,15997,162,455,36,57,3,4,TRX001620015997,1,150000.0,39343.43,467,355
5511,15998,1063,655,43,88,4,1,TRX010630015998,1,120000.0,16267.72,139,239
5512,16001,425,394,36,59,2,3,TRX004250016001,1,150000.0,37580.93,248,231
5513,16003,207,119,36,50,1,2,TRX002070016003,"1,-",310101.52,37575.91,191,72
5514,16012,231,406,42,89,6,1,TRX002310016012,1,75000.0,3544.35,81,379
5515,16015,6,197,34,3,2,1,TRX000060016015,1,200000.0,18081.2,895,"288,-"
5516,16017,877,958,43,11,3,3,TRX008770016017,1,120000.0,7666.4,903,238
5517,16020,150,316,32,44,1,1,TRX001500016020,1,95000.0,42383.6,143,218
5518,16023,1025,11,32,99,1,1,TRX010250016023,1,95000.0,4678.7,751,84
5519,16024,412,440,36,67,4,1,TRX004120016024,1,150000.0,51089.18,74,466
5520,16036,959,759,44,88,1,1,TRX009590016036,1,175000.0,"19003.16,-",143,257
5521,16037,1063,72,36,63,3,3,TRX010630016037,1,150000.0,37694.01,883,185
5522,16038,249,818,41,36,1,1,TRX002490016038,2,51719.43,46147.58,319,482
5523,16039,649,841,50,100,5,1,TRX006490016039,1,200000.0,35179.73,211,132
5524,16042,621,908,38,24,2,1,TRX006210016042,1,50000.0,18753.37,767,54
5525,16048,404,529,40,95,2,1,TRX004040016048,1,10000.0,45189.02,263,229
5526,16049,444,554,35,36,2,2,TRX004440016049,1,350000.0,5499.16,620,319
5527,16051,147,829,44,55,2,2,TRX001470016051,1,175000.0,23010.93,949,25??
5528,16052,341,664,35,8,3,1,TRX003410016052,2,700000.0,31883.09,35,189
5529,16053,913,598,40,96,3,1,TRX009130016053,1,10000.0,49764.88,965,416
5530,16056,15,642,48,17,4,2,TRX000150016056,1,250000.0,7653.74,393,123
5531,16058,457,960,39,75,5,1,TRX004570016058,1,20000.0,23294.41??,785,188
5532,16061,634,529,48,15,2,1,TRX006340016061,155,250000.0,22898.07,151,53
5533,16063,306,28,35,15,1,1,TRX003060016063,2,700000.0,29075.55,769,454
5534,16064,910,162,48,45,5,2,TRX009100016064,3,420217.52,5593.77,68,342
5535,16069,65,968,49,23,6,1,TRX000650016069,4,480000.0,22586.54,673,364
5536,16074,762,762,33,33,1,1,TRX007620016074,3,405000.0,23382.03,379,457
5537,16075,355,196,39,71,3,1,TRX003550016075,1,20000.0,44795.57,513,412
5538,16076,230,385,30,62,2,1,TRX002300016076,1,35000.0,48357.81,179,79
5539,16078,28,884,41,10,1,3,TRX000280016078,2,30000.0,9744.52,646,48
5540,16080,748,877,40,90,3,1,TRX007480016080,3,30000.0,19299.89,387,199
5541,16084,818,505,48,25,4,1,TRX008180016084,1,250000.0,19836.65,381,11
5542,16087,547,658,42,41,1,1,TRX005470016087,1,75000.0,47087.42,329,307
5543,16088,563,620,35,23,6,1,TRX005630016088,1,350000.0,5356.83,993,260
5544,16090,39,394,35,17,2,4,TRX000390016090,5,1750000.0,47272.6,533,260
5545,16092,501,602,41,83,3,5,TRX005010016092,1,15000.0,19473.64,801,161
5546,16093,378,302,41,2,6,1,TRX003780016093,1,15000.0,15340.47,724,29
5547,16098,900,317,42,48,1,1,TRX009000016098,1,75000.0,28978.9,644,191
5548,16101,872,40,31,89,5,1,TRX008720016101,2,130000.0,28209.57,860,246
5549,16102,254,591,49,43,2,1,TRX002540016102,2,240000.0,36375.74,389,168
5550,16106,1027,25,50,34,5,1,TRX010270016106,1??,200000.0,41414.72,904,300
5551,16110,716,747,44,29,6,1,TRX007160016110,1,175000.0,31112.73,148,418
5552,16113,144,292,31,31,5,1,TRX001440016113,1,65000.0,1472.22,942,38
5553,16114,582,266,43,17,1,1,TRX005820016114,1,120000.0,19580.99,918,279
5554,16115,778,701,34,78,3,5,TRX007780016115,1,200000.0,11575.23,477,479
5555,16119,1089,280,49,66,3,1,TRX010890016119,1,100264.45,25877.91,,155
5556,16120,9,666,36,95,1,1,TRX000090016120,2,300000.0,51155.31,218,190
5557,16125,279,251,50,94,2,2,TRX002790016125,1,200000.0,17221.5,189,277
5558,16126,464,633,43,23,3,2,TRX004640016126,1,120000.0,31647.12,134,362
5559,16127,684,122,38,49,1,1,TRX006840016127,1,50000.0,15201.08,998,248
5560,16128,564,416,38,6,1,1,TRX005640016128,1,50000.0,19689.21,89,238
5561,16129,358,98,40,15,1,1,TRX003580016129,1,10000.0,11667.17,,340
5562,16130,342,930,30,19,3,5,TRX003420016130,1,35000.0,9935.84,413,493
5563,16131,330,110,44,26,1,4,TRX003300016131,1,175000.0,38462.72,913,492
5564,16133,107,321,50,97,4,4,TRX001070016133,128,200000.0,27637.09,954,412
5565,16140,248,141,50,81,2,1,TRX002480016140,1,200000.0,35818.4,,282
5566,16144,731,82,38,56,2,1,TRX007310016144,1,50000.0,29937.08,139,282
5567,16150,133,292,50,30,3,1,TRX001330016150,1,200000.0,21971.55,756,311
5568,16151,902,319,43,56,2,1,TRX009020016151,2,240000.0,39587.33,131,30
5569,16152,141,556,43,10,3,1,TRX001410016152,1,120000.0,33973.84,486,271
5570,16154,337,633,40,16,3,1,TRX003370016154,1,22885.82,26280.37,752,69
5571,16156,155,800,33,54,1,1,TRX001550016156,5,675000.0,21756.94,112,156
5572,16157,708,544,36,99,6,1,TRX007080016157,1,,17516.76,481,351
5573,16160,1001,148,39,53,2,1,TRX010010016160,1,20000.0,2434.98,583,242
5574,16161,340,306,44,42,2,5,TRX003400016161,1,175000.0,1808.1,172,335
5575,16169,221,6,50,6,6,5,TRX002210016169,1,200000.0,1366.91,530,158
5576,16171,453,947,33,49,2,1,TRX004530016171,1,135000.0,18208.34,415,75
5577,16175,1065,110,41,29,3,3,TRX010650016175,1,15000.0,3355.99,819,423
5578,16176,455,116,40,79,4,1,TRX004550016176,1,10000.0,46183.95,324,304
5579,16179,988,402,48,36,3,1,TRX009880016179,1,250000.0,,245,472
5580,16180,238,356,42,79,4,1,TRX002380016180,1,75000.0,5423.23,88,391
5581,16181,385,48,43,77,4,5,TRX003850016181,1,120000.0,11549.11,545,215
5582,16182,116,654,38,56,6,1,TRX001160016182,1,50000.0,36245.23,525 (error),360
5583,16183,798,925,30,9,5,3,TRX007980016183,1,35000.0,17500.01,155,260
5584,16184,68,309,50,64,6,1,TRX000680016184,1,200000.0,,404,192
5585,16186,420,907,30,42,2,3,TRX004200016186,5,175000.0,4961.66,121,258
5586,16187,418,680,41,73,6,3,TRX004180016187,1,15000.0,15571.04,273,399
5587,16190,196,936,50,12,1,1,TRX001960016190,1,200000.0,22677.78,,472
5588,16192,307,110,48,37,6,1,TRX003070016192,1,250000.0,6705.71,769,12
5589,16194,716,34,34,11,1,1,TRX007160016194,1,200000.0,27389.56,418,499
5590,16196,619,265,34,26,1,3,TRX006190016196,3,990478.26,38348.38,219,355
5591,16203,349,260,37,40,3,3,TRX003490016203,1,300000.0,39001.65 (error),646,35 (error)
5592,16206,813,238,40,99,4,1,TRX008130016206,644,40000.0,5750.5,740,267
5593,16207,505,101,42,11,2,1,TRX005050016207,1,75000.0,38607.14,645,229
5594,16212,336,225,43,74,6,2,TRX003360016212,2,240000.0,6461.84,67??,428
5595,16213,435,936,40,67,1,1,TRX004350016213,4,40000.0,2951.53,417,427
5596,16215,593,397,42,81,5,1,TRX005930016215,1,75000.0,46084.8,981,12
5597,16218,15,235,37,4,3,1,TRX000150016218,1,300000.0,32289.1,197,336
5598,16219,1001,330,42,48,2,1,TRX003800009795,1,75000.0,42734.16,787,110
5599,16220,353,496,42,69,6,1,TRX003530016220,1,75000.0,29339.19,555,322
5600,16221,86,777,48,73,2,1,TRX000860016221,1,288518.71,23548.4,279,41
5601,16224,230,493,40,33,1,1,TRX002300016224,1,10000.0,49166.73 (error),447,15
5602,16225,880,115,39,91,5,1,TRX008800016225,1,20000.0,49815.0,55,342
5603,16227,142,829,33,25,2,1,TRX001420016227,1,135000.0,20766.97,161,347
5604,16230,426,372,42,34,2,5,TRX004260016230,1,75000.0,34372.99,318,170
5605,16231,152,129,37,99,1,1,TRX001520016231,1,300000.0,,603,137
5606,16232,596,816,42,70,1,4,TRX005960016232,1,75000.0,22882.2,779,333
5607,16235,825,274,44,31,2,1,TRX008250016235,2,350000.0,15338.85,161,308
5608,16237,1053,579,35,51,1,3,TRX010530016237,1,350000.0,23435.84,883,431
5609,16244,1006,793,34,26,1,1,TRX010060016244,1,247072.26,21320.45,856,361
5610,16245,210,810,35,98,1,1,TRX002100016245,1,350000.0,31832.69,595,16
5611,16251,1086,295,33,4,3,1,TRX010860016251,2,270000.0,23425.84,922,98
5612,16252,65,419,33,93,3,1,TRX000650016252,1,135000.0,45539.21,598,240
5613,16261,262,460,40,46,1,1,TRX002620016261,1,15526.34,10460.11,874,296
5614,16262,682,956,38,58,6,1,TRX006820016262,3,150000.0,5651.68,107,275
5615,16264,112,147,30,99,1,1,TRX001120016264,4,140000.0,19860.79,611,425
5616,16265,682,991,40,38,6,1,TRX006820016265,4,40000.0,34630.57,131,66
5617,16273,789,942,39,4,1,1,TRX007890016273,2,40000.0,7050.12,671,219
5618,16274,189,349,42,69,2,1,TRX001890016274,3,225000.0,42922.54,92,420
5619,16276,938,201,42,68,1,2,TRX009380016276,,300000.0,29712.6,,373
5620,16290,326,657,38,46,4,4,TRX003260016290,1,50000.0,16343.01,376,243
5621,16291,712,735,40,25,2,5,TRX007120016291,3,30000.0,50999.47,493,434
5622,16293,917,5,50,82,5,1,TRX009170016293,1,200000.0,27331.95,448,260
5623,16294,318,863,37,53,4,1,TRX003180016294,1,300000.0,9842.81,718,406
5624,16298,284,758,40,68,3,1,TRX002840016298,1,10000.0,30896.29,446,68
5625,16299,948,699,39,69,1,4,TRX009480016299,2,40000.0,41518.2,645,293
5626,16301,564,458,41,48,4,4,TRX005640016301,1,15000.0,16613.71 (error),248,359
5627,16302,751,689,48,2,3,1,TRX007510016302,1,250000.0,36146.99,762,297
5628,16306,56,540,39,35,1,2,TRX000560016306,72,20000.0,18417.49,769,146
5629,16310,583,992,40,41,1,5,TRX005830016310,2,20000.0,10097.45,20,477
5630,16317,622,990,37,75,4,1,TRX006220016317,1,300000.0,1505.54,10,178
5631,16319,681,38,39,18,2,2,TRX006810016319,2,40000.0,50187.7,122,209
5632,16320,717,465,33,98,2,1,TRX007170016320,2,270000.0,27862.47,546,128
5633,16321,634,409,36,4,3,1,TRX006340016321,2,300000.0,30642.65,136,71455
5634,16322,86,435,38,18,4,1,TRX000860016322,2,100000.0,13901.76,832,393
5635,16323,280,82,35,7,4,1,TRX002800016323,1,350000.0,50934.56,644,335
5636,16324,319,967,30,97,2,1,TRX003190016324,1,35000.0,46480.68,46,60
5637,16327,439,219,37,52,1,1,TRX004390016327,1,300000.0,14147.46,656,300
5638,16329,511,113,44,5,2,3,TRX005110016329,1,175000.0,5390.57,279,233
5639,16333,819,128,30,78,2,1,TRX008190016333,2,70000.0,4869.87,,397
5640,16334,428,952,35,5,3,5,TRX004280016334,1,350000.0,35576.6,765,193
5641,16339,657,873,41,82,3,1,TRX006570016339,1,15000.0,33211.14,832,56
5642,16340,31,475,33,91,1,1,TRX000310016340,1,135000.0,7477.58,550,448
5643,16343,824,343,48,74,4,1,TRX008240016343,1,250000.0,11647.38,248,138
5644,16345,778,602,43,87,5,4,TRX007780016345,1,120000.0,38914.89,646,186
5645,16346,823,847,38,96,3,3,TRX008230016346,3,150000.0,8371.33,115,328
5646,16348,508,466,40,10,1,3,TRX005080016348,2,20000.0,1480.33,592,201
5647,16349,176,577,31,90,4,1,TRX001760016349,1,65000.0,23576.63,83,412
5648,16355,94,58,38,94,5,2,TRX000940016355,5,250000.0,45766.86,348,381
5649,16359,847,117,31,20,2,1,TRX008470016359,4,260000.0,13827.18,192,423
5650,16368,572,528,49,70,2,5,TRX005720016368,1,120000.0,6322.52,447,212
5651,16370,217,697,33,81,6,1,TRX002170016370,1,135000.0,8405.97,708,128??
5652,16371,652,414,40,8,3,3,TRX006520016371,3,30000.0,,859,352
5653,16373,106,88,43,32,3,1,TRX001060016373-ERR,1,120000.0,11750.5,766,43
5654,16376,843,87,48,57,3,1,TRX008430016376,1,250000.0,23630.85,136,366
5655,16379,55,824,37,59,1,5,TRX000550016379,1,300000.0,41318.8,934,142
5656,16384,64,89,42,34,6,1,TRX000640016384,2,150000.0,17256.03,578,334
5657,16394,335,323,41,2,1,1,TRX003350016394,3,45000.0,28988.87,117,74
5658,16395,1064,270,30,100,2,1,TRX010640016395,2,70000.0,41462.71,472,207
5659,16396,59,754,33,58,3,1,TRX000590016396,1,135000.0,,695,232
5660,16400,339,728,48,37,1,1,TRX003390016400,1,250000.0,24916.49,140,38
5661,16401,700,145,36,13,3,3,TRX007000016401,4,600000.0,49118.36,383,435
5662,16404,50,754,33,32,6,5,TRX000500016404,1,135000.0,11445.2,914,297
5663,16405,123,809,39,94,4,1,TRX001230016405,2,,9252.28,25,403
5664,16407,18,811,36,16,4,2,TRX000180016407,3,450000.0,29608.96,305,223
5665,16410,828,949,49,37,5,1,TRX008280016410,1,120000.0,38615.81,666,389
5666,16414,1044,471,50,15,5,1,TRX010440016414,1,200000.0,49773.09,39,279
5667,16415,1020,483,44,19,4,1,TRX010200016415,5,875000.0,28966.86,755,300
5668,16416,453,631,38,99,1,3,TRX004530016416,1,50000.0,10434.49,605,283
5669,16418,518,717,32,49,2,4,TRX005180016418,1,95000.0,47170.11,346,200
5670,16420,527,799,36,6,2,1,TRX005270016420,1,150000.0,47326.24,583,370
5671,16422,182,770,43,95,5,1,TRX001820016422,1,120000.0,10014.66,582,55
5672,16423,622,384,43,37,1,4,TRX006220016423,3,,47156.32,425,"458,-"
5673,16424,173,960,36,31,2,5,TRX001730016424,1,150000.0,48378.28,460,216
5674,16428,840,488,41,74,3,1,TRX008400016428,2,30000.0,24362.93,445,412
5675,16430,1044,319,30,34,6,4,TRX010440016430,4,140000.0,7869.44,212,129
5676,16434,431,589,31,6,1,5,TRX004310016434,1,65000.0,4412.88,303,294
5677,16438,232,517,41,29,6,2,TRX002320016438,1,15000.0,46525.09,626,410
5678,16441,621,853,44,52,3,1,TRX006210016441,2,350000.0,48733.16,283,114
5679,16447,977,63,38,28,3,2,TRX009770016447,1,50000.0,13838.68,194,54
