id_fakta,id_waktu,id_pelanggan,id_produk,id_lokasi,id_channel,id_status,nomor_transaksi,jumlah_pembelian,total_harga,jumlah_data_mb,durasi_telpon_menit,jumlah_sms
7620,998,811,3,9,1,5,TRX009980007620,1,7000,24624.53,,
7621,217,975,25,57,3,1,TRX002170007621,1,1000,,,
7622,597,699,15,82,1,2,TRX005970007622,1,25000,62306.28,,
7623,345,120,27,86,3,1,TRX003450007623,1,5000,,,630
7624,839,37,1,44,2,1,TRX008390007624-ERR,4,8000,85760.98,,
7625,421,671,40,1,1,1,TRX004210007625,2,20000,1419.35,571,453
7626,500,537,2,100,4,1,TRX005000007626,1,3500,3794.93,,
7627,252,851,5,64,1,1,TRX002520007627,1,20000,25360.48,,
7628,896,693,34,30,1,4,TRX008960007628,3 (error),600000,19253.96,499,202
7629,1003,191,25,29,1,1,TRX010030007629,1,1000,,,269
7630,593,443,35,19,4,1,TRX005930007630,1,350000,18791.61,133,220
7631,187,480,29,47,2,1,TRX001870007631,153,25000,,,586
7632,367,252,33,3,1,1,TRX003670007632,1,135000,16530.48,271,366
7633,205,813,17,51,3,1,TRX002050007633,1,60000,2535.14,,
7634,127,460,22,86,2,1,TRX001270007634,1,50000,,535,
7635,663,917,40,21,1,4,TRX006630007635,1,10000,5167.29,690,137
7636,1045,203,7,72,5,5,TRX010450007636,2,100000,33229.83,,
7637,1073,554,48,6,4,1,TRX010730007637,1,250000,10479.3,580,436
7638,499,990,34,85,1,1,TRX004990007638,2,400000,50138.32,413,417
7639,1048,90,44,89,5,1,TRX010480007639,"3,-",,,307,360
7640,589,336,14,52,2,4,TRX005890007640,1,5000,30124.29,,
7641,518,314,39,74,2,1,TRX005180007641,1,20000,22239.01,136,
7642,11,707,48,8,6,1,TRX000110007642,1,250000,14520.44,462,147
7643,1002,882,22,66,1,1,TRX010020007643,1,50000,,,
7644,335,363,15,15,1,5,TRX003350007644,1,25000,59787.1,,
7645,987,741,35,63,6,5,TRX009870007645,2,700000,48163.25,521,42
7646,440,778,14,2,1,1,TRX004400007646,1,5000,95929.01,,
7647,864,957,29,35,3,1,TRX008640007647,1,25000,,,44
7648,725,377,32,79,3,2,TRX007250007648,1,95000,36112.2,14,148
7649,780,919,31,95,6,1,TRX007800007649,1,65000,27152.24,46,86784
7650,410,961,41,42,1,2,TRX004100007650,1,15000,19841.17,436,108
7651,822,482,1,24,1,5,TRX008220007651,3,6000,5992.6,,
7652,380,364,22,13,2,4,TRX003800007652,1,50000,,2594,
7653,51,882,41,16,1,1,TRX000510007653,1,15000,17235.86,698,86
7654,105,250,33,40,2,5,TRX001050007654,4,540000,25915.77,892,413
7655,878,381,3,89,1,1,TRX008780007655,1,7000,82428.16 (error),,
7656,630,646,23,22,3,1,TRX006300007656,1,90000,,1185,
7657,686,417,4,9,4,1,TRX006860007657,1,9000,57066.46,,
7658,347,82,25,32,2,1,TRX003470007658,1,1000,,,429
7659,791,809,20,2,3,5,TRX007910007659,3,45000,,2137,
7660,680,605,15,72,3,2,TRX006800007660,2,50000,81452.32,,
7661,137,546,25,69,2,1,TRX001370007661,1,1000,,,569
7662,108,932,29,20,1,1,TRX001080007662,3,75000,,,823
7663,591,125,14,100,1,1,TRX005910007663,1,5000,92411.19,,
7664,603,89,31,27,1,1,TRX006030007664,1,65000,5362.84,769,76
7665,281,287,37,19,1,1,TRX002810007665,1,300000,24203.3,453,281
7666,1095,524,46,90,3,1,TRX010950007666,1,2500,29619.47,,
7667,533,888,49,47,4,1,TRX005330007667,1,120000,6519.99,,186
7668,920,591,35,35,3,1,TRX009200007668,1,350000,18100.34,133,349
7669,313,313,48,65,6,1,TRX003130007669,3,750000,32625.51,212,290
7670,294,332,2,59,2,1,TRX002940007670,1,3500,51565.21,,
7671,190,417,19,24,1,1,TRX001900007671,1,5000,,688,
7672,470,625,47,90,4,4,TRX004700007672,1,15000,89051.3,,
7673,1096,352,2,41,4,1,TRX010960007673,2,7000,46740.55,,
7674,383,333,47,19,3,2,TRX003830007674,1,15000,77993.47,,
7675,963,175,31,19,1,1,TRX009630007675,2,130000,31443.93,259,336
7676,386,182,40,62,6,5,TRX003860007676,2,20000,17178.39,734,28
7677,103,423,49,50,2,1,TRX001030007677,1??,120000,41400.25,475,284
7678,295,195,26,92,5,5,TRX002950007678,1,1500,,,560
7679,872,697,48,36,1,1,TRX008720007679,1,250000,38910.49,125,388
7680,737,863,35,84,5,1,TRX007370007680,1,350000,5989.12,619,
7681,529,593,22,80,1,4,TRX005290007681,1 (error),50000,,940,
7682,394,664,31,24,1,4,TRX003940007682,1,65000,36803.71,705,284
7683,860,971,13,54,1,1,TRX008600007683,3,1500000,79000.29,,
7684,1056,401,2,24,2,1,TRX010560007684,1 (error),3500,2524.51,,
7685,1033,374,11,31,2,4,TRX010330007685,1,150000,59706.85,,
7686,639,236,2,43,3,1,TRX006390007686,4,14000,86495.94,,
7687,1084,670,2,11,2,1,TRX010840007687,2,7000,79530.76,,
7688,192,900,31,23,5,4,TRX001920007688,3,195000,16122.21,379,64
7689,299,557,49,24,2,2,TRX002990007689,2,240000,42726.63,785,195
7690,242,185,41,31,1,1,TRX002420007690,1,,30427.63,273,352
7691,608,426,35,74,1,1,TRX006080007691,1,350000,5457.67,652,143
7692,106,774,42,99,2,1,TRX001060007692,1,75000,35157.18,559,240
7693,1095,399,11,87,1,1,TRX010950007693,1,150000,39069.19,,
7694,105,898,32,19,5,1,TRX001050007694,2,190000,45966.46,986,370 (error)
7695,1025,930,46,62,1,3,TRX010250007695,1,2500,59701.64,,
7696,516,207,42,92,3,1,TRX005160007696,1,75000,31728.51,751,421
7697,674,896,48,77,1,4,TRX006740007697,1,250000,28582.73,376,
7698,892,63,34,10,1,1,TRX008920007698,1,200000,18678.44,274,209
7699,359,745,43,30,2,1,TRX003590007699,1,120000,,992,137
7700,866,451,17,59,5,1,TRX008660007700,1,60000,16060.98,,
7701,434,693,27,97,1,1,TRX004340007701,2,10000,,,426
7702,658,35,5,60,5,1,TRX006580007702,2,84459.46,44974.52,,
7703,396,905,35,88,1,1,TRX003960007703,1,350000,43849.92,910,367
7704,30,71,2,20,3,1,TRX000300007704,2,7000,75764.5,,
7705,521,785,15,67,1,4,TRX005210007705,3,75000,97349.2,,
7706,135,735,10,32,1,1,TRX001350007706,5,425000,4623.09,,
7707,947,136,2,40,3,1,TRX009470007707,1,3500,52671.07,,
7708,277,198,32,64,2,1,TRX002770007708,1,95000,4963.67,552,287
7709,829,63,22,23,5,4,TRX008290007709,1,50000,,2716,
7710,433,850,24,32,1,1,TRX004330007710,2,140000,,1271,
7711,620,766,22,47,2,1,TRX006200007711,1,50000,,1203,
7712,95,593,9,97,3,1,TRX000950007712,1,50000,13166.46,,
7713,522,600,50,81,1,1,TRX005220007713,1,200000,42461.08,154,117
7714,297,474,23,32,5,1,TRX002970007714,1,90000,,2353,
7715,735,400,14,97,2,1,TRX007350007715,1,5000,78303.3,,
7716,554,953,2,71,4,1,TRX005540007716,1,3500,34466.5,,
7717,26,270,43,62,3,1,TRX000260007717,3,360000,38746.56??,78,89
7718,1016,167,22,44,1,4,TRX010160007718,1,50000,,"483,-",
7719,655,100,20,54,3,1,TRX006550007719,1,15000,,2358,
7720,1029,945,41,80,1,2,TRX010290007720??,1,15000,17843.5,799,361
7721,691,51,19,74,2,1,TRX006910007721,1,5000,,90,
7722,858,332,4,22,5,1,TRX008580007722,1,9000,68862.16,,
7723,485,124,39,77,4,4,TRX004850007723,3,60000,18703.77,895,15
7724,797,726,3,53,1,3,TRX007970007724,1,7000,17440.01,,
7725,1044,373,4,66,2,1,TRX010440007725,1,9000,26720.28,,
7726,108,837,1,92,4,3,TRX001080007726,1,2000,76701.59,,
7727,762,142,20,18,1,1,TRX007620007727,2,30000,,992,
7728,608,306,28,51,1,2,TRX006080007728,1,10000,,,
7729,696,830,22,49,2,1,TRX006960007729,1,50000,,2928,
7730,152,529,38,85,1,1,TRX001520007730,1,50000,21998.36,,404
7731,378,727,50,77,3,3,TRX003780007731,1,200000,24698.41,483,301
7732,467,916,7,7,4,1,TRX004670007732,"5,-",250000,26902.78??,,
7733,589,171,10,78,4,3,TRX005890007733,3,255000,29284.92,,
7734,333,359,30,26,6,1,TRX003330007734,2,70000,21811.57,477,333
7735,393,951,14,63,3,5,TRX003930007735,4,20000,35854.87,,
7736,929,795,43,10,1,1,TRX009290007736,1,120000,41446.57,852,280
7737,1032,295,28,17,4,1,TRX010320007737,2,20000,,,339
7738,355,542,15,97,6,1,TRX003550007738,1,25000,5336.27,,
7739,729,645,31,9,2,1,TRX007290007739,1,65000,46278.99,122,49
7740,813,615,6,22,2,2,TRX008130007740,2,60000,11717.33,,
7741,169,817,35,77,3,1,TRX001690007741,"1,-",350000,"38815.14,-",234,218
7742,192,18,29,75,4,1,TRX001920007742,1,25000,,,215
7743,55,255,49,60,1,2,TRX000550007743,1,120000,41814.53,370,163
7744,580,413,31,1,2,1,TRX005800007744,,130000,18032.28,598,250
7745,297,243,7,21,1,1,TRX002970007745,1,50000,64590.03,,
7746,529,310,26,45,2,1,TRX005290007746,1,1500,,,987
7747,226,352,45,73,3,3,TRX002260007747,4,4000,25588.15,,
7748,1073,606,33,46,5,1,TRX010730007748,4,540000,8868.54,752,213
7749,832,346,39,23,3,1,TRX008320007749,1,20000,23000.75,304,56
7750,1082,892,32,61,2,1,TRX010820007750,1,95000,11918.52,405,216
7751,782,388,49,52,6,4,TRX007820007751,1,120000,35120.77,256,230
7752,639,683,28,1,3,2,TRX006390007752,2,20000,,,677
7753,379,821,37,91,1,1,TRX003790007753,1,300000,26191.6,314,45
7754,109,559,17,64,5,2,TRX001090007754,1,60000,81270.25,,
7755,279,356,50,5,1,1,TRX002790007755,1,200000,14908.37,875,181??
7756,552,367,45,90,1,4,TRX005520007756,1,1000,39957.31,,
7757,586,456,1,43,1,2,TRX005860007757,1,2000,21180.4,,
7758,528,278,33,74,1,1,TRX005280007758,3,405000,1130.93,884,1
7759,139,814,47,90,2,1,TRX001390007759,1,15000,94112.24,,
7760,286,455,29,17,5,1,TRX002860007760,1,25000,,,256
7761,431,920,40,96,6,1,TRX004310007761,1,10000,22434.66,713,444
7762,841,437,14,74,5,1,TRX008410007762,2,10000,49294.03,,
7763,239,517,24,28,5,1,TRX002390007763-ERR,1,70000,,2689,
7764,793,260,41,10,1,1,TRX007930007764,1,15000,31075.12,23,393
7765,503,226,36,84,5,4,TRX005030007765,1,150000,50603.06,972,
7766,959,345,4,24,3,3,TRX009590007766,1,9000,28763.77,,
7767,320,659,26,47,2,1,TRX003200007767,1,1500,,,25
7768,206,839,5,23,6,1,TRX002060007768,1,20000,6236.92,,
7769,294,57,45,90,2,5,TRX002940007769-ERR,4,4000,94010.54,,
7770,271,472,32,1,1,5,TRX002710007770,1,95000,41945.64,932,460
7771,1004,289,5,8,1,1,TRX010040007771,1,20000,45431.43,,
7772,513,356,30,96,5,1,TRX005130007772,1,35000,13685.05,877,419
7773,848,188,1,50,3,1,TRX008480007773,4,8000,29196.17,,
7774,537,595,10,24,3,3,TRX005370007774,1,85000,41061.82,,
7775,208,150,9,88,6,3,TRX002080007775,1,50000,79341.61,,
7776,745,750,10,37,2,1,TRX007450007776,2,170000,1636.99,,
7777,248,411,14,44,2,1,TRX002480007777,1,5000,64280.59,,
7778,747,36,9,29,3,1,TRX007470007778,1,50000,81569.03,,
7779,720,427,4,55,3,1,TRX007200007779,1,9000,96525.37,,
7780,1094,549,49,19,4,4,TRX010940007780,3,360000,37841.57,,447
7781,100,772,50,16,5,1,TRX001000007781,1,200000,6510.73,401,20
7782,1018,713,20,12,1,5,TRX010180007782,1,15000,,1557,
7783,1031,307,8,65,2,5,TRX010310007783,1,15000,82776.85,,
7784,102,640,26,31,1,3,TRX001020007784,1,1500,,,806
7785,1073,185,38,33,6,2,TRX010730007785,2,100000,13037.97,245,351
7786,99,236,9,86,2,3,TRX000990007786,1,50000,67208.88,,
7787,892,740,20,51,4,4,TRX008920007787,1,15000,,1035,
7788,914,372,31,19,3,1,TRX009140007788,5,325000,48958.8,,9
7789,344,3,45,92,3,3,TRX003440007789,1,1000,546.01,,
7790,1074,196,36,28,2,5,TRX010740007790,1,150000,15821.19,460,221
7791,399,547,25,35,5,1,TRX003990007791,1,1000,,,24
7792,269,888,42,94,2,4,TRX002690007792,1 (error),75000,17724.27,284,364
7793,38,20,15,90,2,1,TRX000380007793,1,25000,33496.35,,
7794,1049,308,37,10,4,5,TRX010490007794,5,1500000,41922.34,221,252
7795,644,411,38,100,1,4,TRX006440007795,1,50000,12710.68,732,263
7796,838,985,14,82,2,4,TRX008380007796,1,5000,54933.19,,
7797,833,399,21,5,1,3,TRX008330007797,1,25000,,1653,
7798,929,684,1,64,2,5,TRX009290007798,3,,47032.97,,
7799,391,246,35,4,2,1,TRX003910007799,1,350000,903.42,121,365
7800,725,515,42,38,5,1,TRX007250007800,1,75000,1468.13,579,392
7801,495,302,28,63,2,1,TRX004950007801,1,10000,,,176
7802,438,1000,7,66,3,1,TRX004380007802,2,100000,15850.92,,
7803,165,553,37,16,1,5,TRX001650007803,3,900000,9386.89,758,340
7804,337,281,39,49,4,3,TRX003370007804,3,60000,27329.25,205,244
7805,428,187,25,10,2,1,TRX004280007805,1,1000,,,566
7806,471,414,14,64,3,1,TRX004710007806,1,5000,24431.75,,
7807,519,270,13,95,1,1,TRX005190007807,1,500000,18312.24,,
7808,294,673,29,12,4,3,TRX002940007808,1,25000,,,793
7809,1003,350,48,71,3,1,TRX010030007809,3,750000,,598,438
7810,334,947,22,43,6,2,TRX003340007810,1,50000,,2146,
7811,671,582,25,4,1,3,TRX006710007811,1 (error),1000,,,743
7812,305,878,12,83,2,5,TRX003050007812,1,300000,87592.0,,
7813,849,480,19,4,1,1,TRX008490007813,1,5000,,1219,
7814,538,902,7,16,3,5,TRX005380007814,4,200000,14269.37,,
7815,962,225,11,65,6,3,TRX009620007815,1,150000,55031.96,,
7816,342,871,40,10,6,1,TRX003420007816,1,10000,46196.61,518,185
7817,702,779,13,75,2,1,TRX007020007817,1,500000,46300.91,,
7818,641,301,19,70,3,1,TRX006410007818,1,5000,,1297,
7819,527,587,21,1,4,5,TRX005270007819,1,25000,,1309,
7820,220,289,12,21,3,5,TRX002200007820,1,300000,13723.87,,
7821,231,839,26,10,1,2,TRX002310007821,1,1500,,,175
7822,131,562,20,92,5,1,TRX001310007822,3,45000,,2338,
7823,557,772,41,22,1,1,TRX005570007823,1,15000,,604,170
7824,770,916,48,3,5,1,TRX007700007824,1,250000,44459.13,213,48??
7825,113,430,21,61,2,1,TRX001130007825,1,25000,,,
7826,174,247,1,53,3,5,TRX001740007826,1,2000,88257.83,,
7827,961,339,10,79,5,2,TRX009610007827,1,85000,,,
7828,242,303,27,39,6,1,TRX002420007828,"2,-",10000,,,89
7829,580,797,31,64,3,1,TRX005800007829,1,65000,2416.77,767,57
7830,412,360,38,23,1,3,TRX004120007830,1,50000,15885.38,423,27
7831,544,325,20,50,3,1,TRX005440007831,1,15000,,499,
7832,1002,162,15,30,3,1,TRX010020007832,1,25000,62718.34,,
7833,736,915,4,15,3,1,TRX007360007833,5,45000,,,
7834,746,827,18,70,6,2,TRX007460007834,1,3000,,1656,
7835,76,651,18,60,2,2,TRX000760007835,1,3000,,2425,
7836,311,771,50,56,5,3,TRX003110007836,2,400000,2177.38,918,273
7837,637,250,6,79,4,1,TRX006370007837,2,60000,40678.23,,
7838,754,841,24,37,3,1,TRX007540007838,1,209906.09,,2940,
7839,4,44,4,52,1,1,TRX000040007839,1,9000,53504.4,,
7840,388,62,16,63,1,1,TRX003880007840,2,60000,77087.25,,
7841,544,775,3,30,3,2,TRX005440007841,5,35000,99634.92,,
7842,700,3,34,56,2,1,TRX007000007842,1,456154.95,36581.66,244,421
7843,237,952,28,66,1,1,TRX002370007843,1,10000,,,447
7844,282,630,29,7,1,1,TRX002820007844,1,25000,,,562
7845,859,385,37,8,3,1,TRX008590007845,3,900000,46392.24,13,109
7846,398,446,41,89,4,1,TRX003980007846,1,15000,,483,328
7847,133,197,42,18,4,5,TRX001330007847,2,150000,39344.92 (error),478,279
7848,716,89,4,46,6,1,TRX007160007848,1,9000,73033.8,,
7849,1047,429,19,90,4,1,TRX010470007849,1,5000,,883,
7850,745,110,24,48,3,1,TRX007450007850,2,140000,,1008,
7851,872,871,1,92,3,3,TRX008720007851,2,4000,27787.5,,
7852,344,905,14,9,2,1,TRX003440007852,1,5000,,,
7853,576,177,1,94,5,5,TRX005760007853,4,8000,74059.21,,
7854,393,449,50,43,2,1,TRX003930007854,1,200000,40068.25,197,118
7855,229,454,13,24,3,1,TRX002290007855,1,,36605.12,,
7856,776,173,8,11,3,1,TRX007760007856,1,15000,68727.07,,
7857,938,202,11,98,2,1,TRX009380007857,1,150000,9359.58,,
7858,209,494,8,57,1,1,TRX002090007858,1,15000,73787.38,,
7859,1019,618,25,48,1,1,TRX010190007859,1,1000,,,307
7860,560,204,8,19,5,2,TRX005600007860,4,37132.34,74186.04,,
7861,325,102,16,20,6,1,TRX003250007861,1,30000,100627.62,,
7862,582,212,35,63,2,3,TRX005820007862,1,350000,42604.97,892,392
7863,989,979,31,32,2,2,TRX009890007863,1,65000,43540.69,187,103
7864,818,265,13,33,6,1,TRX008180007864,1,500000,83516.59,,
7865,1004,530,32,73,2,1,TRX010040007865,1,95000,20921.36,68,183
7866,921,272,50,72,4,1,TRX009210007866,1,200000,33483.38,652,63
7867,93,283,29,76,1,1,TRX000530000710,5,125000,,,900
7868,995,38,38,95,3,3,TRX009950007868,1,50000,29950.21,560,436
7869,124,135,37,20,1,4,TRX001240007869,2,600000,12487.09,178,132
7870,570,679,43,65,3,1,TRX005700007870,1,120000,47078.43,828,
7871,271,719,12,84,4,1,TRX002710007871,1,300000,14654.83,,
7872,913,848,9,7,1,1,TRX009130007872,1,50000,28473.55,,
7873,983,205,30,16,5,3,TRX009830007873,1,35000,32049.39,608,184
7874,596,427,39,24,2,4,TRX005960007874,1,20000,33532.1,166,
7875,978,952,25,24,4,5,TRX009780007875,3,3000,,,994
7876,228,212,48,87,6,1,TRX002280007876,1,250000,25989.1,585,436
7877,626,72,10,24,4,1,TRX006260007877,1,85000,24325.83,,
7878,155,108,42,90,1,1,TRX001550007878,1,75000,11849.82 (error),725,426
7879,203,749,29,25,2,1,TRX002030007879,2,50000,,,220
7880,638,944,43,57,2,1,TRX006380007880,1,120000,37346.91,131,393
7881,874,61,5,91,1,1,TRX008740007881,3,60000,63644.9,,
7882,976,923,44,59,3,2,TRX009760007882,2,350000,"6035.11,-",359,37
7883,682,774,9,11,3,5,TRX006820007883,2,100000,14759.7,,
7884,151,903,32,95,6,2,TRX001510007884,1,95000,13230.14,644,416
7885,893,68,32,11,2,1,TRX008930007885,1,95000,32285.34,486,176
7886,601,992,46,79,4,3,TRX006010007886,2,5000,22219.74,,
7887,1003,1,19,5,4,1,TRX010030007887,1,5000,,399 (error),
7888,919,598,1,20,3,3,TRX009190007888,1,2000,8883854.42,,
7889,995,211,12,95,3,1,TRX009950007889,1,300000,47239.77,,
7890,885,368,12,20,3,5,TRX008850007890,1,300000,"44791.8,-",,
7891,611,863,47,35,3,1,TRX006110007891,1,15000,86653.09,,
7892,529,471,5,58,2,1,TRX005290007892,2,40000,77223.59,,
7893,896,15,4,81,4,1,TRX008960007893,2,18000,47693.2,,
7894,1058,751,31,74,3,1,TRX010580007894,1,65000,27077.17,524,11
7895,19,357,1,5,1,1,TRX000190007895,4,8000,79217.0,,
7896,125,612,23,51,5,1,TRX001250007896,1,90000,,449,
7897,268,918,34,16,2,5,TRX002680007897,2,400000,46982.82,46,116
7898,672,246,30,20,2,1,TRX006720007898,2,70000,15222.62,882,410
7899,422,541,10,77,1,3,TRX004220007899??,1,85000,3395.6,,
7900,255,872,29,54,6,4,TRX002550007900,1,25000,,,996
7901,430,609,5,39,6,1,TRX004300007901,,60000,71984.26,,
7902,424,621,41,70,2,5,TRX004240007902,2,30000,33770.17,619,475
7903,295,472,15,53,4,3,TRX002950007903,1,25000,81953.47,,
7904,501,97,33,57,1,5,TRX005010007904,96,135000,25135.65,663,473
7905,969,873,1,33,3,2,TRX009690007905,1,2000,29482.87,,
7906,292,715,45,82,3,1,TRX002920007906,2,2000,25939.5,,
7907,723,914,11,71,5,4,TRX007230007907,5,750000,34976.22,,
7908,895,558,20,79,2,1,TRX008950007908,3,45000,,921,
7909,589,746,17,92,1,3,TRX005890007909,1,60000,97553.64,,
7910,190,235,2,91,2,1,TRX001900007910,1,3500,2678.22,,
7911,782,15,1,44,1,5,TRX007820007911,1,2000,37078.47,,
7912,473,37,23,45,4,3,TRX004730007912,2,180000,,,
7913,258,670,29,49,3,5,TRX002580007913,2,50000,,,506
7914,367,520,41,52,1,1,TRX003670007914,2,30000,36661.93,49,84
7915,483,67,47,78,2,1,TRX004830007915,1,15000,19328.49,,
7916,234,212,46,2,5,4,TRX002340007916,1,2500,33186.27,,
7917,224,805,27,47,2,1,TRX002240007917,1,5000,,,589
7918,105,280,27,31,1,1,TRX001050007918,1,5000,,,356
7919,38,232,26,15,1,3,TRX000380007919,1,1500,,,259
7920,224,243,26,63,3,2,TRX002240007920,1,1500,,,443
7921,457,814,36,77,5,1,TRX004570007921,1,150000,14348.26,851,354
7922,84,775,34,30,6,2,TRX000840007922,1,200000,3285.9,316,257
7923,109,882,25,19,3,3,TRX001090007923,1,1000,,,676
7924,120,826,29,78,6,1,TRX001200007924,73,25000,,,101
7925,467,232,13,88,1,1,TRX004670007925,1,500000,17755.19,,
7926,1012,803,48,67,6,4,TRX010120007926,1,250000,39044.32,646,178
7927,945,286,36,82,3,1,TRX009450007927,1,150000,28251.98,624,422
7928,407,406,11,10,5,3,TRX004070007928,1,150000,48365.62,,
7929,884,956,6,77,3,1,TRX008840007929,1,30000,98945.92,,
7930,881,129,1,80,5,1,TRX008810007930,1,2000,15136.15,,
7931,761,374,10,34,1,2,TRX007610007931,4,340000,22139.31,,
7932,819,194,10,32,4,1,TRX008190007932,4,340000,88022.62,,
7933,905,364,40,30,5,1,TRX009050007933,1,10000,24337.39,946,413
7934,589,576,4,40,2,1,TRX005890007934,2,18000,77784.04,,
7935,364,544,22,95,1,1,TRX003640007935,1,50000,,1012,
7936,956,147,4,40,1,5,TRX009560007936,1,9000,,,
7937,1031,545,10,41,4,1,TRX010310007937,1,85000,51966.65,,
7938,411,776,44,29,1,5,TRX004110007938,1,175000,33268.22,575 (error),256
7939,951,748,45,57,2,1,TRX009510007939,1,1000,3588.9,,
7940,210,200,49,8,5,1,TRX002100007940,3,360000,41012.39,216,143
7941,991,918,40,50,5,1,TRX009910007941,1,10000,20431.25,244,379
7942,404,129,50,72,2,1,TRX004040007942,1,200000,1755.47,602,62
7943,86,159,24,64,5,3,TRX000860007943,1,70000,,665,
7944,876,712,48,74,6,1,TRX008760007944,1,250000,10413.21,165,161
7945,317,216,35,71,1,4,TRX003170007945,1,350000,6892.8,986,342
7946,23,777,6,38,1,1,TRX000230007946,2,60000,30432.03,,
7947,68,387,47,55,1,1,TRX000680007947,1,15000,,,
7948,518,941,5,64,6,2,TRX005180007948,1,20000,38101.76,,
7949,834,217,6,1,3,1,TRX008340007949,1,30000,13203.59,,
7950,618,599,46,49,3,1,TRX006180007950,1,2500,22708.72,,
7951,714,641,45,73,1,3,TRX007140007951,1,1000,36945.22,,
7952,325,862,36,57,3,1,TRX003250007952,4,600000,35295.56,327,43
7953,1035,625,50,96,4,1,TRX010350007953,1,200000,11664.37,23004,168
7954,711,69,26,25,2,1,TRX007110007954,1,1500,,,
7955,681,393,20,79,2,1,TRX006810007955,1,15000,,105,
7956,185,628,27,1,2,1,TRX001850007956,1,5000,,,385
7957,286,278,42,78,2,1,TRX002860007957,2,150000,4162.92,768??,416
7958,527,396,15,56,2,1,TRX005270007958,1,25000,59212.35,,
7959,969,438,42,17,1,1,TRX009690007959,1,75000,40815.08,884,495
7960,40,443,44,93,1,1,TRX000400007960,1,134938.27,43410.41,727,295
7961,877,578,36,48,1,1,TRX008770007961,1,150000,4056.2,841,421
7962,304,194,10,4,3,2,TRX003040007962,1,85000,89560.08,,
7963,98,93,50,7,1,1,TRX000980007963,1,200000,,169,
7964,669,197,14,100,3,2,TRX006690007964,1,5000,96947.27,,
7965,1015,499,50,85,1,2,TRX010150007965,1,200000,16577.42,839,444
7966,434,109,20,17,1,1,TRX004340007966,2,30000,,560,
7967,204,443,3,75,2,4,TRX002040007967,1,7000,27249.48,,
7968,691,344,6,23,3,1,TRX006910007968,1,30000,21680.58,,
7969,914,80,26,57,1,1,TRX009140007969,,1500,,,
7970,874,301,29,6,1,1,TRX008740007970,2,50000,,,268
7971,394,641,48,4,1,1,TRX003940007971,1,250000,38761.82,647,
7972,213,864,31,55,2,1,TRX002130007972,2,130000,21913.84,371,490
7973,589,178,10,74,1,1,TRX005890007973,1,85000,16031.38,,
7974,821,418,37,8,6,4,TRX008210007974,1,300000,35023.19,138,402
7975,858,404,24,99,1,1,TRX008580007975,2,212820.87,,1103,
7976,668,703,39,48,6,1,TRX006680007976,1,20000,48901.57,274,425
7977,148,469,2,40,3,3,TRX001480007977,1,3500,55153.34,,
7978,401,682,7,13,5,1,TRX004010007978,1,50000,87994.3,,
7979,827,613,48,37,6,1,TRX008270007979,1,250000,36725.2,829,206
7980,203,827,27,18,5,1,TRX002030007980,1??,5000,,,323
7981,303,246,11,70,2,5,TRX003030007981,1,150000,66214.48,,
7982,762,331,45,6,3,1,TRX007620007982,3,3000,3899.27,,
7983,668,805,5,14,1,1,TRX006680007983,1??,20000,31477.0,,
7984,114,811,2,66,3,1,TRX001140007984,3??,10500,30030.25,,
7985,45,409,5,59,1,1,TRX000450007985,3,60000,53496.42,,
7986,44,693,10,36,5,2,TRX000440007986,1,85000,64457.17,,
7987,911,713,21,87,5,1,TRX009110007987,3,75000,,205,
7988,319,325,4,88,1,1,TRX003190007988,1,9000,12900.44,,
7989,455,640,24,40,1,1,TRX004550007989,1,70000,,2925,
7990,473,449,16,5,3,1,TRX004730007990,1,30000,8705.18,,
7991,993,195,31,34,2,1,TRX009930007991,1,65000,36179.44,925,
7992,942,439,1,83,3,2,TRX009420007992,1,2000,57260.77,,
7993,44,438,9,100,5,4,TRX000440007993,3,150000,57238.78,,
7994,306,690,44,27,1,3,TRX003060007994,1,175000,17151.03,492,460
7995,854,302,13,59,3,1,TRX008540007995,2,1000000,12274.44,,
7996,737,112,29,5,6,1,TRX007370007996,,25000,,,850
7997,790,926,44,84,2,2,TRX007900007997,1,175000,41483.22,76,334??
7998,568,265,36,92,2,4,TRX005680007998,1 (error),150000,32652.94,737,95
7999,853,4,5,10,3,1,TRX008530007999,1,20000,78239.93,,
8000,535,239,31,26,1,1,TRX005350008000,3,195000,36058.96,271,104
8001,688,671,33,74,1,1,TRX006880008001,4,540000,45976.35,513,77
8002,752,549,47,66,4,1,TRX007520008002,1,15000,18910.35,,
8003,750,658,47,22,3,1,TRX007500008003,5,75000,71952.94,,
8004,990,818,19,16,1,1,TRX009900008004-ERR,2,22095.88,,2848,
8005,640,227,39,82,1,1,TRX006400008005,1,20000,3514.48,"406,-",
8006,452,383,38,93,6,4,TRX004520008006,1,50000,45481.81,751,22
8007,860,384,32,68,5,1,TRX008600008007,2,190000,,561,25
8008,74,536,28,90,1,3,TRX000740008008,1,10000,,,530
8009,844,573,26,41,1,2,TRX008440008009,1,1500,,,815
8010,96,303,19,7,2,3,TRX000960008010,1,5000,,917,
8011,763,411,46,22,5,1,TRX007630008011,1??,2500,99248.47,,
8012,1047,623,27,2,2,1,TRX010470008012,5,25000,,,636
8013,117,667,2,71,2,5,TRX001170008013,1,3500,100081.02,,
