id_fakta,id_waktu,id_pelanggan,id_produk,id_lokasi,id_channel,id_status,nomor_transaksi,jumlah_pembelian,total_harga,jumlah_data_mb,durasi_telpon_menit,jumlah_sms
9477,179,137,30,68,6,1,TRX001790009477,1,35000.0,20953.01,883,1
9481,526,666,33,64,5,4,TRX005260009481,2,270000.0,48661.26,50,85
9482,649,286,36,97,2,1,TRX006490009482,1,150000.0,48720.41,559,168
9483,197,936,36,96,2,3,TRX001970009483,1,150000.0,47127.31,516,445
9485,803,795,41,5,6,5,TRX008030009485,262,30000.0,33165.9,276,312
9487,452,578,50,5,5,3,TRX004520009487,4,800000.0,40643.61,458,356
9488,928,384,38,87,2,1,TRX009280009488,2,100000.0,5046.66,114,96
9490,526,153,31,51,3,5,TRX005260009490,1,65000.0,31586.59,532,229
9491,386,726,44,54,1,1,TRX003860009491,1,175000.0,15402.56,491,327
9492,771,747,48,55,5,1,TRX007710009492,1,250000.0,47376.8,966,261
9498,521,218,31,6,5,1,TRX005210009498,1,65000.0,0.0,264,430
9500,294,156,38,73,2,1,TRX002940009500,5,250000.0,29950.51,949,485
9501,381,163,40,98,3,4,TRX003810009501,1,10000.0,3546.41,64,38
9508,975,25,41,42,5,1,TRX009750009508,1,15000.0,19376.05,738,159
9509,381,835,50,10,3,1,TRX003810009509,1,200000.0,19679.74,800,341
9510,343,294,42,35,1,5,TRX003430009510,1,75000.0,42512.03,134,321
9511,429,294,43,32,2,1,TRX004290009511,1,120000.0,13600.61,565,156
9513,443,648,49,12,3,2,TRX004430009513,3,360000.0,28249.45,775,389
9514,600,617,37,79,2,1,TRX006000009514,1,300000.0,23836.97,11,117
9521,112,498,37,27,2,1,TRX001120009521,198,300000.0,21319.52,225,149
9522,125,883,38,28,3,1,TRX001250009522,1,50000.0,8893.88,0,292
9525,657,810,37,27,6,2,TRX006570009525,1,300000.0,0.0,447,274
9530,70,698,40,2,1,1,TRX000700009530,2,20000.0,8903.28,67,417
9532,916,927,33,28,4,5,TRX009160009532,2,270000.0,48325.12,988,306
9534,671,564,34,37,1,1,TRX006710009534,1,200000.0,36037.66,2,229
9537,69,897,33,98,3,1,TRX000690009537,1,127652.26,9114.71,202,266
9538,800,530,31,9,1,2,TRX008000009538,2,130000.0,2227.06,511,468
9544,544,227,39,3,3,5,TRX005440009544,5,100000.0,41905.86,983,280
9546,483,751,40,68,2,1,TRX004830009546,5,50000.0,0.0,470,370
9549,322,211,31,1,6,1,TRX003220009549,1,65000.0,38952.05,0,428
9554,920,130,33,2,6,5,TRX009200009554,1,135000.0,9948.35,704,156
9555,53,37,43,62,2,1,TRX000530009555,1,120000.0,5211.55,713,359
9556,472,694,43,93,3,1,TRX004720009556,1,120000.0,44916.37,164,223
9561,482,701,48,57,2,1,TRX004820009561,4,1000000.0,19073.29,35,249
9562,979,808,31,10,1,1,TRX009790009562,1,65000.0,32758.12,538,281
9563,488,143,32,19,1,1,TRX004880009563,2,190000.0,41225.32,57,43
9564,216,548,30,66,3,1,TRX002160009564,1,35000.0,6970.62,282,84
9566,124,263,35,64,3,1,TRX001240009566,2,700000.0,10375.5,134,336
9573,340,436,40,19,3,1,TRX003400009573,1,4971.02,22340.03,336,227
9575,918,731,36,16,3,1,TRX009180009575,1,150000.0,23504.54,732,150
9578,986,308,39,41,5,1,TRX009860009578,1,20000.0,912.7,742,304
9579,1000,627,34,39,4,4,TRX010000009579,1,200000.0,33274.8,421,432
9592,32,333,42,52,3,3,TRX000320009592,1,75000.0,37149.21,862,319
9595,48,197,37,33,4,1,TRX000480009595,1,300000.0,51130.99,551,479
9596,541,240,34,47,5,1,TRX005410009596,1,200000.0,2467.99,551,357
9601,1008,877,39,31,6,1,TRX010080009601,1,20000.0,28295.43,408,261
9604,276,737,35,17,6,1,TRX002760009604,1,350000.0,25769.11,39,434
9609,948,978,40,55,3,1,TRX009480009609,1,10000.0,43486.41,739,318
9610,515,58,39,54,1,1,TRX005150009610,4,80000.0,29815.47,594,257
9613,20,812,49,38,2,3,TRX000200009613,1,120000.0,22259.23,297,461
9614,973,495,30,36,5,1,TRX009730009614,2,70000.0,6581.82,927,295
9626,1088,378,39,67,1,1,TRX010880009626,1,20000.0,35839.15,597,182
9627,519,320,48,30,1,1,TRX005190009627,1,250000.0,40236.34,120015,160
9629,337,296,34,38,6,1,TRX003370009629,1,200000.0,29014.68,494,413
9630,1066,556,50,15,2,1,TRX010660009630,1,200000.0,0.0,928,315
9632,125,148,43,83,1,2,TRX001250009632,1,120000.0,8129.75,60,209
9633,122,205,44,27,2,1,TRX001220009633,1,175000.0,28686.76,652,283
9636,266,181,31,81,3,5,TRX002660009636,2,130000.0,2159.3,242,17
9638,317,139,33,44,5,1,TRX003170009638,1,135000.0,28265.62,287,247
9641,953,927,43,76,2,3,TRX009530009641,4,480000.0,14951.46,714,152
9643,305,852,31,26,3,1,TRX003050009643,1,65000.0,19923.8,598,387
9650,509,650,44,67,1,1,TRX005090009650,1,175000.0,34218.27,36,285
9656,82,724,39,44,1,3,TRX000820009656,1,20000.0,21030.39,378,29
9658,414,193,32,5,3,1,TRX004140009658,2,190000.0,15126.22,745,103
9659,833,714,43,23,1,1,TRX008330009659,1,120000.0,39325.79,126,114
9660,948,122,44,72,1,1,TRX009480009660,1,175000.0,38933.27,868,182
9663,477,539,30,57,5,1,TRX004770009663,0,35000.0,5496.05,672,139
9668,709,654,34,90,3,3,TRX007090009668,2,400000.0,41873.69,585,410
9669,28,707,36,75,2,1,TRX000280009669,1,107587.01,20810.48,94,280
9679,451,175,30,47,2,1,TRX004510009679,1,35000.0,15037.41,713,497
9681,475,864,32,5,1,3,TRX004750009681,1,95000.0,47447.41,597,337
9684,268,207,31,54,6,3,TRX002680009684,1,65000.0,47162.53,270,407
9690,127,239,33,66,5,4,TRX001270009690,1,135000.0,7217.05,648,284
9691,749,926,34,5,4,1,TRX007490009691,1,200000.0,2378.83,899,16
9694,1013,976,35,16,2,1,TRX010130009694,3,1050000.0,38520.14,0,179
9695,615,632,40,52,1,5,TRX006150009695,1,10000.0,7210.62,982,274
9696,958,283,30,77,3,4,TRX009580009696,1,35000.0,16902.74,960,11
9697,1014,814,42,58,1,1,TRX010140009697,1,75000.0,37507.67,173,377
9698,878,169,33,9,2,1,TRX008780009698,1,135000.0,32084.32,540,237
9700,74,206,38,42,1,5,TRX000740009700,4,200000.0,12713.61,372,0
9701,107,790,39,63,2,2,TRX001070009701,1,20000.0,46783.47,975,485
9702,705,94,49,34,2,2,TRX007050009702,1,120000.0,30148.53,147,296
9706,595,6,41,69,3,1,TRX005950009706,0,15000.0,19347.71,544,495
9710,1032,149,50,65,2,1,TRX010320009710,2,400000.0,38540.77,732,246
9711,745,322,34,91,4,1,TRX007450009711,1,200000.0,47611.73,808,142
9714,989,620,30,69,5,1,TRX009890009714,1,35000.0,45150.63,51,30
9715,827,847,33,33,3,1,TRX008270009715,1,135000.0,45608.65,646,153
9716,147,809,48,95,1,5,TRX001470009716,3,750000.0,16314.62,823,322
9718,487,754,36,38,1,1,TRX004870009718,2,300000.0,22010.37,738,205
9723,225,342,37,58,2,1,TRX002250009723,1,300000.0,2039.33,848,2
9724,474,482,38,9,3,3,TRX004740009724,2,100000.0,12376.82,348,306
9726,972,178,40,66,3,1,TRX009720009726,2,20000.0,17495.9,668,298
9727,448,689,33,42,3,3,TRX004480009727,1,135000.0,9565.05,224,383
9730,337,384,32,66,5,1,TRX003370009730,1,95000.0,0.0,806,130
9732,389,625,41,59,5,5,TRX003890009732,3,45000.0,36674.34,723,495
9734,587,528,44,36,2,1,TRX005870009734,1,175000.0,50388.8,798,456
9735,719,55,36,46,1,3,TRX007190009735,1,150000.0,27801.47,707,469
9736,394,339,30,69,5,1,TRX003940009736,1,35000.0,48840.4,163,231
9739,63,726,38,66,6,1,TRX000630009739,1,50000.0,31682.21,94,322
9746,843,550,39,13,3,1,TRX008430009746,2,40000.0,43641.67,256,36
9747,320,838,39,51,1,1,TRX003200009747,1,20000.0,12624.35,18,153
9748,308,826,32,88,4,1,TRX003080009748,1,231046.12,10911.63,0,13122
9749,646,579,49,22,2,1,TRX006460009749,1,120000.0,4441.19,920,184
9753,654,242,30,26,1,1,TRX006540009753,1,35000.0,42359.21,573,58
9754,858,403,39,28,1,1,TRX008580009754,1,20000.0,48906.74,47,2
9758,727,419,42,6,3,1,TRX007270009758,2,150000.0,50142.44,123,234
9764,634,858,44,30,3,1,TRX006340009764,1,175000.0,0.0,586,488
9771,48,153,40,38,2,5,TRX000480009771,1,10000.0,1167.51,192,178
9773,427,593,38,45,1,1,TRX004270009773,1,50000.0,10616.36,711,40500
9775,49,327,44,28,1,1,TRX000490009775,3,525000.0,47155.92,961,107
9777,955,28,38,89,2,1,TRX009550009777,1,50000.0,46359.3,97,385
9780,194,36,40,29,3,1,TRX001940009780,1,10000.0,31588.9,0,196
9783,518,737,50,85,2,3,TRX005180009783,2,401444.16,38895.66,499,264
9784,429,756,42,19,3,1,TRX004290009784,1,75000.0,0.0,368,256
9785,712,182,50,66,6,2,TRX007120009785,1,200000.0,45474.31,634,302
9787,977,350,35,87,2,1,TRX009770009787,1,350000.0,30949.9,736,485
9793,456,590,40,36,2,1,TRX004560009793,5,50000.0,42445.52,857,313
9797,540,651,44,8,1,1,TRX005400009797,1,175000.0,29659.72,577,476
9800,922,272,31,98,3,1,TRX009220009800-ERR,1,65000.0,26776.58,990,471
9809,919,273,44,50,2,1,TRX009190009809,2,350000.0,35754.06,0,149
9810,490,879,37,90,1,5,TRX004900009810,1,300000.0,16303.46,936,58
9818,547,432,42,16,1,3,TRX005470009818,1,75000.0,16951.93,426,65
9819,780,223,49,60,5,2,TRX007800009819,1,120000.0,27407.54,54,263
9821,768,863,43,2,1,1,TRX007680009821,1,120000.0,22767.62,285,40
9828,697,97,48,28,1,1,TRX006970009828,2,500000.0,31346.83,205,201
9832,187,404,44,18,5,1,TRX001870009832,1,175000.0,21597.78,638,458
9834,501,764,41,39,1,4,TRX005010009834,1,15000.0,13739.1,152,42
9837,347,903,30,84,5,5,TRX003470009837,2,45515.87,36100.02,154,290
9838,190,340,34,10,5,1,TRX001900009838,3,600000.0,13205.13,406,211
9842,34,640,37,53,1,3,TRX000340009842,1,300000.0,43391.19,0,412
9843,371,650,39,9,3,1,TRX003710009843,5,77071.24,38212.45,671,70
9845,480,52,49,14,5,4,TRX004800009845,1,120000.0,34251.74,368,113
9846,814,622,41,81,4,3,TRX008140009846,0,15000.0,6157.97,158,196
9853,718,524,38,90,1,1,TRX007180009853,4,200000.0,30549.02,768,457
9856,463,865,50,37,5,5,TRX004630009856,1,200000.0,48596.18,989,18
9859,786,760,50,29,1,1,TRX007860009859,1,200000.0,50355.24,0,55
9860,251,933,48,54,1,1,TRX002510009860,1,250000.0,10556.12,749,186
9861,815,408,50,28,2,1,TRX008150009861,1,200000.0,0.0,523,476
9864,100,146,40,51,3,1,TRX001000009864,5,50000.0,21137.39,940,452
9866,359,597,34,7,2,1,TRX003590009866,1,200000.0,27179.22,214,290
9867,658,542,33,2,2,1,TRX006580009867,5,675000.0,34684.61,210,55
9872,165,865,48,85,1,1,TRX001650009872,1,250000.0,40602.57,927,341
9874,501,599,31,35,5,1,TRX005010009874,1,65000.0,46776.86,363,62
9875,652,126,31,6,1,1,TRX006520009875,5,325000.0,50359.93,894,409
9876,756,122,44,88,2,5,TRX007560009876,1,31017.13,27885.08,132,407
9877,967,444,37,35,3,2,TRX009670009877,2,600000.0,7674.96,858,35
9878,444,733,42,8,1,1,TRX004440009878,4,300000.0,48246.58,97,55
9882,640,958,43,50,2,1,TRX006400009882,1,120000.0,25855.68,924,202
9885,1002,451,43,67,3,2,TRX010020009885,1,120000.0,44002.55,999,109
9886,494,98,48,47,5,2,TRX004940009886,3,750000.0,27053.04,317,56
9888,797,11,37,61,1,5,TRX007970009888,5,1500000.0,3429.85,146,170
9890,507,283,48,58,1,5,TRX005070009890,2,500000.0,49395.47,947,470
9893,630,589,36,1,3,1,TRX006300009893,2,300000.0,11675.3,291,48
9900,907,787,36,59,1,1,TRX009070009900,1,150000.0,45026.58,661,491
9902,359,788,42,58,1,4,TRX003590009902,1,75000.0,37435.93,550,255
9910,437,909,31,52,1,1,TRX004370009910,2,130000.0,30430.02,539,273
9913,587,93,32,84,3,1,TRX005870009913,1,171686.49,30678.36,79,291
9915,366,280,43,70,1,1,TRX003660009915,2,240000.0,7666.88,40,319
9920,1080,526,36,54,1,2,TRX010800009920,2,300000.0,3144.97,793,110
9922,736,238,44,74,6,5,TRX007360009922,1,175000.0,1222.95,301,98
9924,736,743,49,53,3,5,TRX007360009924,2,240000.0,31416.14,13,202
9925,674,920,32,38,2,1,TRX006740009925,1,95000.0,0.0,617,194
9927,537,322,42,76,5,1,TRX005370009927,1,75000.0,46816.32,412,477
9931,782,135,40,10,1,5,TRX007820009931,2,20000.0,15250.75,302,144
9936,708,277,48,48,1,2,TRX007080009936,3,750000.0,50968.58,306,443
9937,478,464,34,18,3,5,TRX004780009937,4,800000.0,42008.59,772,434
9941,725,665,30,85,5,2,TRX007250009941,1,35000.0,35011.61,94,126
9944,197,378,30,83,6,3,TRX001970009944,1,35000.0,50957.83,119,354
9946,427,848,38,48,6,1,TRX004270009946,1,50000.0,124570.56,569,354
9947,237,832,49,15,3,3,TRX002370009947,4,480000.0,29721.27,378,159
9950,736,874,36,15,5,1,TRX007360009950,1,150000.0,11381.36,57,202
9952,612,508,31,47,3,3,TRX006120009952,1,65000.0,44347.73,317,236
9953,241,193,41,9,3,1,TRX002410009953,1,15000.0,38847.83,37,26
9963,1004,6,31,87,1,1,TRX010040009963,2,130000.0,42033.36,627,85
9967,418,593,33,81,1,1,TRX004180009967,1,135000.0,5452.86,894,342
9968,446,92,35,74,2,1,TRX004460009968,2,700000.0,36117.74,105,338
9970,580,728,37,66,1,1,TRX005800009970,2,600000.0,24746.59,975,469
9971,727,645,30,16,5,1,TRX007270009971,1,35000.0,23312.31,718,93
9973,158,132,33,7,1,1,TRX001580009973,1,135000.0,33306.86,591,37
9976,688,109,37,54,1,5,TRX006880009976,2,600000.0,15872.56,714,179
9985,281,694,44,30,3,1,TRX002810009985,1,175000.0,8424.26,42,186
9992,364,542,34,53,1,5,TRX003640009992,0,200000.0,10370.77,455,34
9998,951,476,38,78,1,4,TRX009510009998,1,50000.0,19782.02,0,86
9999,229,255,42,77,2,1,TRX002290009999,1,75000.0,16445.46,653,379
10000,178,123,37,89,1,3,TRX001780010000,1,300000.0,1869.7,956,218
10012,763,106,39,2,1,2,TRX007630010012,1,20000.0,45904.95,146,419
10013,140,230,34,94,2,5,TRX001400010013,2,0.0,38198.7,515,183
10015,422,868,43,7,3,1,TRX004220010015,1,120000.0,44107.43,344,82
10018,484,779,35,41,3,1,TRX004840010018,1,350000.0,47679.99,710,15
10019,119,735,49,66,1,1,TRX001190010019,1,120000.0,20144.26,781,333
10025,335,895,41,78,2,1,TRX003350010025,1,15000.0,35705.92,982,161
10026,682,1000,43,67,1,1,TRX006820010026,3,360000.0,24904.12,901,471
10028,720,362,39,7,3,1,TRX007200010028,1,20000.0,36183.38,790,278
10029,279,923,42,22,1,1,TRX002790010029,2,150000.0,15025.64,899,327
10035,377,919,40,79,1,5,TRX003770010035,1,10000.0,23828.17,115,406
10039,654,771,44,10,1,1,TRX006540010039,1,175000.0,9145.46,175,282
10040,385,604,31,78,3,1,TRX003850010040,2,130000.0,1145.87,0,432
10053,28,301,43,84,6,1,TRX000280010053,5,600000.0,19930.57,814,230
10056,658,703,32,63,3,1,TRX006580010056,1,95000.0,38042.49,894,92
10057,670,915,38,87,3,1,TRX006700010057,1,50000.0,46483.26,141,360
10058,746,240,37,92,4,3,TRX007460010058,1,300000.0,16127.45,106,400
10059,661,116,37,55,2,4,TRX006610010059,1,300000.0,0.0,204,461
10062,1074,80,37,71,1,3,TRX010740010062,1,300000.0,9010.19,819,493
10067,1083,562,34,36,3,1,TRX010830010067,1,200000.0,36688.65,714,196
10070,68,739,43,21,3,1,TRX000680010070,1,120000.0,44226.4,412,107
10080,616,977,43,37,1,1,TRX006160010080,4,523596.1,47086.12,2,330
10088,721,602,34,53,1,4,TRX007210010088,1,200000.0,4659.82,230,171
10090,555,386,31,36,1,2,TRX005550010090,1,65000.0,11518.69,961,218
10092,466,276,50,96,1,1,TRX004660010092,1,200000.0,0.0,691,245
10095,41,112,49,25,2,5,TRX000410010095,3,360000.0,7364.68,430,412
10096,394,424,50,51,1,1,TRX003940010096,1,200000.0,47366.53,293,323
10098,432,601,43,17,2,1,TRX004320010098,1,120000.0,1407.27,343,307
10099,464,676,39,63,3,2,TRX004640010099,1,20000.0,27687.42,30,449
10105,102,316,35,29,2,1,TRX001020010105,2,700000.0,23174.0,241,460
10109,174,933,42,92,1,2,TRX001740010109,1,75000.0,20318.35,708,47
10113,220,113,37,67,5,1,TRX002200010113,1,300000.0,26005.6,494,14
10120,996,376,39,56,4,1,TRX009960010120,4,80000.0,34681.91,827,487
10124,815,610,41,51,3,4,TRX008150010124,1,15000.0,6769.01,0,499
10125,753,944,44,8,5,4,TRX007530010125,1,175000.0,16861.65,592,222
10128,966,111,39,83,3,1,TRX009660010128,1,20000.0,6928.31,639,135
10131,491,70,39,37,5,1,TRX004910010131,1,20000.0,50087.32,449,280
10138,415,833,34,32,2,1,TRX004150010138,1,200000.0,36488.92,517,117
10143,37,806,49,2,6,1,TRX000370010143,1,120000.0,27163.31,232,459
10144,448,488,43,46,2,3,TRX004480010144,3,360000.0,47673.07,999,349
10147,265,764,43,75,2,2,TRX002650010147,1,120000.0,40240.82,655,385
10149,387,77,41,16,3,1,TRX003870010149,1,15000.0,26538.74,991,220
10154,478,390,44,18,3,4,TRX004780010154,1,175000.0,32142.05,892,34
10158,640,60,35,23,2,2,TRX006400010158,1,350000.0,39805.98,87,353
10159,426,606,43,89,1,5,TRX004260010159,1,120000.0,26051.76,315,388
10161,58,319,37,93,2,1,TRX000580010161,2,600000.0,3896.44,713,310
10162,117,949,43,31,1,1,TRX001170010162,2,240000.0,44252.19,933,330
10171,428,746,36,55,4,3,TRX004280010171,1,150000.0,31953.67,549,82
10173,59,758,41,78,4,1,TRX000590010173,1,15000.0,5085.61,109,334
10182,552,269,41,31,1,5,TRX005520010182,1,15000.0,0.0,511,20
10185,771,870,39,49,3,4,TRX007710010185,1,20000.0,33588.32,209,488
10194,150,239,34,62,2,1,TRX001500010194,1,200000.0,40443.76,91,374
10197,376,693,32,61,1,1,TRX003760010197,2,190000.0,9393.98,415,438
10200,953,806,31,93,1,1,TRX009530010200,1,65000.0,7270.61,622,108
10202,958,770,43,5,1,2,TRX009580010202,2,240000.0,21336.14,985,309
10207,190,247,42,17,6,1,TRX001900010207,1,75000.0,8883.14,0,395
10212,289,731,36,48,2,1,TRX002890010212,1,150000.0,7235.74,673,384
10215,960,292,49,74,1,1,TRX009600010215,1,120000.0,4502.48,0,377
10216,795,331,40,45,1,1,TRX007950010216,2,20000.0,3556.24,972,326
10218,656,928,30,94,2,2,TRX006560010218,1,35000.0,46333.5,680,172
10225,998,916,30,23,3,4,TRX009980010225,2,70000.0,15927.41,643,119
10232,110,711,37,9,1,1,TRX001100010232,2,600000.0,42625.91,252,78
10233,824,212,32,63,4,3,TRX008240010233,4,380000.0,42158.12,125,445
10235,1096,952,34,13,2,1,TRX010960010235,1,200000.0,22519.73,593,399
10242,542,50,49,73,1,2,TRX005420010242,2,240000.0,7385.06,443,457
10243,788,520,30,17,5,1,TRX007880010243,1,35000.0,25943.55,53,108
10244,174,100,41,28,3,1,TRX001740010244,1,15000.0,41453.59,547,352
10250,57,313,43,23,4,1,TRX000570010250,1,120000.0,3447.73,386,136
10252,990,455,44,34,6,1,TRX009900010252,3,525000.0,33562.55,0,147
10259,881,521,32,72,5,1,TRX008810010259,1,95000.0,47160.72,148,63
10265,622,596,43,47,4,1,TRX006220010265,1,120000.0,8821.12,944,84
10266,228,39,35,63,4,1,TRX002280010266,1,350000.0,35860.04,73,350
10269,607,897,40,55,2,1,TRX006070010269,1,10000.0,2355.84,855,405
10272,892,897,42,51,4,2,TRX008920010272,1,75000.0,37332.33,655,21
10275,381,366,33,58,2,1,TRX003810010275,1,135000.0,27903.18,0,199
10284,718,421,48,51,1,1,TRX007180010284,1,250000.0,23204.13,487,200
10287,330,439,33,93,1,1,TRX003300010287,1,135000.0,26935.29,819,370
10289,117,862,40,62,1,5,TRX001170010289,1,10000.0,6024.99,377,288
10293,796,359,44,37,1,5,TRX007960010293,1,175000.0,12528.56,118,267
10294,1080,450,34,36,1,1,TRX010800010294,1,200000.0,15484.55,125,250
10295,756,490,39,15,5,1,TRX007560010295,1,20000.0,2849.11,255,495
10300,604,82,42,72,1,2,TRX006040010300,1,75000.0,32137.68,606,59
10304,606,33,39,83,2,4,TRX006060010304,3,60000.0,35160.8,875,341
10305,1059,377,43,32,4,1,TRX010590010305,1,120000.0,16201.75,930,329
10306,708,391,42,28,2,1,TRX007080010306,1,75000.0,41440.33,387,373
10308,245,718,44,51,1,1,TRX002450010308,2,350000.0,24169.45,937,43
10312,475,915,41,11,3,5,TRX004750010312,1,15000.0,50150.7,853,219
10315,642,365,43,63,2,4,TRX006420010315,4,480000.0,35214.92,596,6
10316,985,720,41,41,1,3,TRX009850010316,3,45000.0,37923.55,126,325
10319,549,233,30,41,3,1,TRX005490010319,3,105000.0,11947.68,672,156
10324,96,257,30,46,2,2,TRX000960010324,1,35000.0,24796.3,866,183
10326,758,824,48,31,6,1,TRX007580010326,1,250000.0,18368.08,366,430
10328,220,2,41,36,4,1,TRX002200010328,1,442.27,31329.4,54,346
10334,631,923,40,3,1,1,TRX006310010334,1,10000.0,39437.11,459,314
10338,446,713,36,17,6,2,TRX004460010338,1,150000.0,6399.71,86,76
10342,68,26,36,24,4,3,TRX000680010342,2,300000.0,2994.67,28,383
10344,864,621,35,20,6,4,TRX008640010344,5,1750000.0,12196.84,388,401
10346,536,444,41,72,4,1,TRX005360010346,1,15000.0,34128.34,850,118
10347,266,804,44,2,5,1,TRX002660010347,1,175000.0,33843.59,534,188
10351,843,59,50,24,1,1,TRX008430010351,1,200000.0,25005.71,222,400
10354,251,83,36,92,3,1,TRX002510010354,1,150000.0,0.0,304,399
10355,838,432,31,14,1,1,TRX008380010355,1,65000.0,35622.71,96,307
10360,230,539,44,61,6,1,TRX002300010360,1,175000.0,38791.7,0,92
10361,718,133,41,33,1,1,TRX007180010361,1,20142.27,41465.43,121,244
10363,856,137,48,6,3,1,TRX008560010363,1,250000.0,47664.24,744,492
10364,376,940,43,92,3,2,TRX003760010364,1,170980.26,969.05,265,116
10365,8,38,32,37,2,1,TRX000080010365,1,232713.33,39529.3,319,482
10368,808,848,40,33,2,2,TRX008080010368,1,10000.0,4291.34,919,116
10376,765,83,30,24,1,4,TRX007650010376,1,35000.0,40228.32,32,168
10381,805,520,49,80,1,1,TRX008050010381,2,240000.0,20180.36,216,35
10383,306,612,43,12,3,4,TRX003060010383,1,120000.0,35874.12,83,216
10384,367,420,37,79,4,1,TRX003670010384,2,600000.0,24312.64,807,316
10387,1067,250,31,86,1,4,TRX010670010387,1,65000.0,1266.14,995,498
10388,165,854,30,40,3,2,TRX001650010388,1,35000.0,11615.5,558,223
10391,806,720,42,21,1,1,TRX008060010391,2,150000.0,37385.02,123,77
10397,576,879,39,51,1,1,TRX005760010397,1,20000.0,45950.56,401,30
10400,789,822,40,16,4,4,TRX007890010400,1,10000.0,0.0,46,420
10402,128,916,37,74,4,5,TRX001280010402,1,640452.24,41439.33,908,28
10404,351,836,38,3,6,1,TRX003510010404,1,50000.0,20720.18,284,274
10407,208,624,43,39,2,1,TRX002080010407,2,240000.0,15522.64,833,13
10408,1,376,41,67,2,1,TRX000010010408,2,30000.0,16445.72,551,325
10412,637,533,32,13,2,1,TRX006370010412,4,380000.0,10148.32,269,362
10414,533,143,31,10,2,1,TRX005330010414,2,130000.0,30204.58,550,325
10416,562,493,42,12,2,1,TRX005620010416,1,75000.0,29078.19,962,162
10417,453,812,31,1,2,1,TRX004530010417,1,0.0,0.0,694,141
10423,50,700,30,11,1,1,TRX000500010423,2,70000.0,15155.85,180,397
10429,1010,802,44,95,1,1,TRX010100010429,4,700000.0,51098.31,502,215
10441,313,87,37,16,1,5,TRX003130010441,2,600000.0,14871.84,412,125
10447,308,168,39,62,3,1,TRX003080010447,3,60000.0,32698.71,625,44
10449,780,159,49,88,3,1,TRX007800010449,2,240000.0,44757.05,625,396
10450,107,172,34,91,2,5,TRX001070010450,1,200000.0,6544.0,795,371
10454,776,268,38,33,5,1,TRX007760010454,2,100000.0,50814.74,285,22
10459,277,577,44,93,2,1,TRX002770010459,1,175000.0,45738.83,821,51
10461,489,538,30,76,6,1,TRX004890010461,3,105000.0,34269.97,354,62
10467,972,759,48,11,2,5,TRX009720010467,1,250000.0,29261.22,802,40
10470,158,821,37,71,3,2,TRX001580010470,5,1500000.0,27103.18,701,152
10472,275,108,39,98,3,1,TRX002750010472,1,20000.0,14762.28,549,174
10474,1055,244,43,4,3,1,TRX010550010474,3,360000.0,0.0,999,108
10484,343,62,49,35,1,1,TRX003430010484,1,120000.0,18842.0,382,69
10486,941,225,41,1,1,1,TRX009410010486,5,75000.0,49360.28,0,488
10488,283,703,40,2,6,1,TRX002830010488,2,20000.0,33451.29,888,408
10491,577,570,50,63,3,1,TRX005770010491,1,200000.0,1628.25,906,332
10493,749,906,30,33,1,1,TRX007490010493,1,35000.0,38681.61,720,115
10495,583,319,36,45,6,5,TRX005830010495,1,150000.0,8465.13,351,65
10496,544,205,49,81,6,3,TRX005440010496,2,240000.0,20400.89,490,115
10501,245,818,48,86,2,1,TRX002450010501,4,1000000.0,33930.48,821,87
10504,17,349,30,72,2,4,TRX000170010504,1,66738.78,23391.67,881,120
10505,710,28,34,4,4,1,TRX007100010505,1,200000.0,5646.19,666,65
10507,605,917,32,69,1,1,TRX006050010507,1,95000.0,28244.74,747,321
10509,666,512,37,82,1,3,TRX006660010509,1,300000.0,37032.26,609,388
10512,555,315,50,48,3,5,TRX005550010512,1,200000.0,42658.41,661,288
10513,552,165,48,40,5,1,TRX005520010513,4,1000000.0,31906.44,236,130
10514,716,699,32,52,1,4,TRX007160010514,3,285000.0,4976.6,65,349
10517,839,45,34,51,2,1,TRX008390010517,3,600000.0,45066.45,552,256
10522,483,789,35,19,5,4,TRX004830010522,1,350000.0,0.0,490,335
10526,707,953,41,78,3,1,TRX007070010526,1,15000.0,17825.92,674,332
10527,120,332,34,46,2,1,TRX001200010527,1,200000.0,15639.81,914,80
10530,400,589,37,47,1,1,TRX004000010530,1,300000.0,34553.51,813,96
10531,846,596,40,43,6,5,TRX008460010531,1,10000.0,4341.99,524,464
10536,400,685,48,19,3,5,TRX004000010536,2,500000.0,5514.18,312,320
10537,532,606,42,77,2,1,TRX005320010537,3,225000.0,12053.87,694,35
10538,289,361,36,26,3,1,TRX002890010538,1,150000.0,47424.58,980,401
10541,596,326,49,5,3,3,TRX005960010541,3,360000.0,3937.77,989,241
10542,767,8,50,78,1,1,TRX007670010542,1,200000.0,1950.34,882,401
10543,454,749,36,81,4,1,TRX004540010543,1,69901.18,30199.51,327,497
10544,90,442,42,12,1,3,TRX000900010544,1,75000.0,33441.69,412,48
10545,862,310,38,90,4,1,TRX008620010545,1,50000.0,32896.02,0,20
10546,628,53,37,5,1,1,TRX006280010546,3,900000.0,9085.82,485,207
10548,596,939,43,20,3,2,TRX005960010548,1,120000.0,22596.72,777,183
10557,797,991,42,38,1,1,TRX007970010557,4,300000.0,27357.37,561,63
10565,253,922,30,40,1,1,TRX002530010565,2,70000.0,7363.81,285,226
10570,595,159,37,16,5,1,TRX005950010570,0,300000.0,4327.09,792,310
